Date,Price,Open,High,Low,Vol.,Change %
11/15/2022,29639,31059,31724,29639,2.13M,-6.96%
11/16/2022,31680,28308,31680,27997,1.81M,6.89%
11/17/2022,31635,32124,32390,31502,1.68M,-0.14%
11/18/2022,31902,31635,31990,30171,1.56M,0.84%
11/21/2022,31502,32390,32390,31502,1.45M,-1.25%
11/22/2022,32345,30704,32612,30704,2.38M,2.68%
11/23/2022,33188,32301,33721,31902,2.72M,2.61%
11/24/2022,33721,33011,34076,32656,2.02M,1.61%
11/25/2022,35496,34076,35496,33898,2.89M,5.26%
11/28/2022,35052,35496,36028,34608,2.94M,-1.25%
11/29/2022,36383,35052,36383,34475,2.87M,3.80%
11/30/2022,36472,36383,37537,35052,2.32M,0.24%
12/1/2022,34608,36472,36827,34608,2.18M,-5.11%
12/2/2022,36560,34608,36649,34564,1.69M,5.64%
12/5/2022,36605,36738,37270,35984,1.88M,0.12%
12/6/2022,34697,36472,36472,34697,3.01M,-5.21%
12/7/2022,34608,35052,35052,34165,2.03M,-0.26%
12/8/2022,34608,34786,36560,34431,3.08M,0.00%
12/9/2022,34786,34519,35052,33987,1.83M,0.51%
12/12/2022,33810,34963,35407,33810,2.24M,-2.81%
12/13/2022,34342,33765,35052,33765,1.92M,1.57%
12/14/2022,34431,35229,35229,34431,743.08K,0.26%
12/15/2022,34608,34253,35362,34253,1.65M,0.51%
12/16/2022,34519,34298,35052,34298,1.13M,-0.26%
12/19/2022,34431,34431,35939,34431,2.16M,-0.25%
12/20/2022,34165,34431,34608,33277,1.86M,-0.77%
12/21/2022,34253,34475,35141,34120,1.61M,0.26%
12/22/2022,34608,34475,35407,34386,1.51M,1.04%
12/23/2022,34608,35052,35052,34608,778.24K,0.00%
12/26/2022,34431,34608,34697,34386,1.42M,-0.51%
12/27/2022,35496,34431,35496,34342,1.69M,3.09%
12/28/2022,37182,35584,37625,35141,4.16M,4.75%
12/29/2022,35496,37270,37359,35496,1.43M,-4.53%
12/30/2022,34253,35717,36827,34253,2.95M,-3.50%
1/3/2023,36560,34874,36560,34653,1.95M,6.74%
1/4/2023,36206,36560,37448,35851,2.33M,-0.97%
1/5/2023,36161,36383,36472,35717,1.32M,-0.12%
1/6/2023,36960,36161,37670,36028,3.83M,2.21%
1/9/2023,36383,37448,37448,36250,1.49M,-1.56%
1/10/2023,36649,36915,37004,36161,1.04M,0.73%
1/11/2023,36605,36915,37448,36294,1.73M,-0.12%
1/12/2023,36782,36694,37226,36383,798.07K,0.48%
1/13/2023,37093,36915,37448,36915,1.84M,0.85%
1/16/2023,39666,37270,39666,37226,5.34M,6.94%
1/17/2023,39888,39933,40199,39578,1.69M,0.56%
1/18/2023,40021,39844,40421,39755,2.07M,0.33%
1/19/2023,40776,40021,41086,39888,1.87M,1.89%
1/27/2023,39533,41264,41352,39489,1.95M,-3.05%
1/30/2023,39489,39045,39844,39045,1.36M,-0.11%
1/31/2023,40021,39267,40021,38646,1.85M,1.35%
2/1/2023,37980,40243,40376,37803,2.83M,-5.10%
2/2/2023,38291,37936,38690,37359,3.23M,0.82%
2/3/2023,38468,38601,38868,38291,1.55M,0.46%
2/6/2023,39933,38424,39933,38069,1.97M,3.81%
2/7/2023,38868,39933,40243,38779,1.77M,-2.67%
2/8/2023,39489,38956,40154,38956,2.02M,1.60%
2/9/2023,39045,39489,39933,39045,1.34M,-1.12%
2/10/2023,38113,39400,39533,38113,1.58M,-2.39%
2/13/2023,39400,38113,39400,38113,1.79M,3.38%
2/14/2023,38513,39489,39489,38424,1.49M,-2.25%
2/15/2023,39045,38291,39444,38291,681.32K,1.38%
2/16/2023,39933,39666,39933,39045,1.20M,2.27%
2/17/2023,40642,39933,40642,39888,1.68M,1.78%
2/20/2023,41885,40642,42018,40642,1.70M,3.06%
2/21/2023,41042,41885,41974,41042,1.12M,-2.01%
2/22/2023,39933,40687,40820,39933,1.12M,-2.70%
2/23/2023,40421,39888,40421,38779,1.44M,1.22%
2/24/2023,39578,39977,40421,39400,561.08K,-2.09%
2/27/2023,39267,39489,39489,38690,1.06M,-0.79%
2/28/2023,39134,39267,39578,39090,290.29K,-0.34%
3/1/2023,40509,39045,40509,38868,834.92K,3.51%
3/2/2023,41175,40509,41264,40288,1.10M,1.64%
3/3/2023,40731,41175,41264,40154,828.72K,-1.08%
3/6/2023,40642,40731,41707,40199,974.66K,-0.22%
3/7/2023,41619,40376,41796,40376,1.84M,2.40%
3/8/2023,42595,41175,42595,40731,1.39M,2.35%
3/9/2023,42284,42595,42595,41752,1.32M,-0.73%
3/10/2023,41840,42107,42107,41663,971.61K,-1.05%
3/13/2023,41042,41352,41619,41042,1.05M,-1.91%
3/14/2023,39977,40909,41131,39711,1.63M,-2.59%
3/15/2023,41530,40820,42062,40332,708.14K,3.88%
3/16/2023,41042,40864,41619,40864,986.83K,-1.18%
3/17/2023,41086,41707,41707,40820,350.13K,0.11%
3/20/2023,40243,40820,40820,39933,660.14K,-2.05%
3/21/2023,40243,40288,40598,39755,835.71K,0.00%
3/22/2023,40909,40598,40997,40332,631.97K,1.65%
3/23/2023,40731,40199,40820,40199,467.55K,-0.44%
3/24/2023,40421,40731,41086,40376,410.87K,-0.76%
3/27/2023,40820,40421,40953,39933,757.50K,0.99%
3/28/2023,40820,41264,41530,40820,567.96K,0.00%
3/29/2023,40997,40820,41131,40421,341.56K,0.43%
3/30/2023,40997,41042,41352,40997,788.49K,0.00%
3/31/2023,40997,40997,41707,40864,725.39K,0.00%
4/3/2023,40731,41397,41530,40642,1.42M,-0.65%
4/4/2023,40820,40731,40953,40554,1.00M,0.22%
4/5/2023,40376,40820,41086,40199,1.54M,-1.09%
4/6/2023,40820,40376,41264,40199,1.71M,1.10%
4/7/2023,40509,40598,40820,40376,824.78K,-0.76%
4/10/2023,39666,40642,40642,39666,2.04M,-2.08%
4/11/2023,39400,39444,39622,39178,1.39M,-0.67%
4/12/2023,39400,39489,39755,39223,873.91K,0.00%
4/13/2023,39888,39400,39933,39400,877.86K,1.24%
4/14/2023,39444,39933,39933,39444,697.21K,-1.11%
4/17/2023,39933,39444,40021,39400,807.54K,1.24%
4/18/2023,39578,39755,39933,39311,720.88K,-0.89%
4/19/2023,39400,39711,39711,39223,509.47K,-0.45%
4/20/2023,39578,39356,39578,39178,289.50K,0.45%
4/21/2023,39223,39578,39578,39223,399.49K,-0.90%
4/24/2023,38779,39223,39223,38779,521.64K,-1.13%
4/25/2023,38646,38690,38956,38291,607.63K,-0.34%
4/26/2023,39134,38601,39311,38335,456.51K,1.26%
4/27/2023,38956,39134,39134,38601,183.80K,-0.45%
4/28/2023,38601,39001,39134,38601,467.21K,-0.91%
5/4/2023,38823,38601,39223,38424,424.28K,0.58%
5/5/2023,38557,38868,38912,38557,334.13K,-0.69%
5/8/2023,39666,38646,40376,38646,1.27M,2.88%
5/9/2023,40021,39666,40243,39666,733.50K,0.89%
