Date,Price,Open,High,Low,Vol.,Change %
2/22/2018,"12,710.50","12,488.90","12,972.40","12,488.90",14.50M,-0.47%
2/23/2018,"13,294.70","12,730.70","13,294.70","12,670.20",21.00M,4.60%
2/26/2018,"13,113.40","13,455.80","13,516.30","13,093.20",20.63M,-1.36%
2/27/2018,"13,214.10","13,173.80","13,254.40","12,952.20",11.75M,0.77%
2/28/2018,"13,858.70","13,032.80","13,858.70","13,012.70",28.92M,4.88%
3/1/2018,"13,657.30","13,697.50","14,060.10","13,435.70",19.11M,-1.45%
3/2/2018,"13,778.10","13,415.50","13,778.10","13,375.30",11.30M,0.88%
3/5/2018,"13,093.20","13,899.00","14,080.30","13,093.20",14.22M,-4.97%
3/6/2018,"13,697.50","13,294.70","13,858.70","13,113.40",16.68M,4.62%
3/7/2018,"13,294.70","13,737.80","13,838.50","13,093.20",19.68M,-2.94%
3/8/2018,"13,314.80","13,375.30","13,496.10","13,274.50",9.37M,0.15%
3/9/2018,"13,496.10","13,556.50","13,617.00","13,375.30",9.70M,1.36%
3/12/2018,"13,617.00","13,697.50","13,818.40","13,596.80",15.90M,0.90%
3/13/2018,"13,979.60","13,617.00","13,979.60","13,536.40",14.77M,2.66%
3/14/2018,"14,019.80","14,140.70","14,261.60","13,979.60",19.67M,0.29%
3/15/2018,"14,483.10","14,019.80","14,664.40","13,939.30",17.76M,3.30%
3/16/2018,"14,503.30","14,503.30","14,684.60","14,221.30",14.39M,0.14%
3/19/2018,"14,463.00","14,503.30","14,765.10","14,382.40",23.85M,-0.28%
3/20/2018,"14,664.40","14,301.80","14,805.40","14,301.80",20.85M,1.39%
3/21/2018,"14,825.60","14,745.00","14,926.30","14,704.70",15.78M,1.10%
3/22/2018,"14,503.30","14,825.60","14,865.90","14,442.90",16.99M,-2.17%
3/23/2018,"14,301.80","14,100.40","14,301.80","13,878.80",23.97M,-1.39%
3/26/2018,"14,422.70","14,140.70","14,422.70","14,140.70",11.30M,0.85%
3/27/2018,"14,422.70","14,664.40","14,664.40","14,382.40",11.83M,0.00%
3/28/2018,"14,261.60","14,342.10","14,442.90","14,181.00",9.77M,-1.12%
3/29/2018,"14,181.00","14,382.40","14,382.40","13,899.00",8.29M,-0.57%
3/30/2018,"13,979.60","14,221.30","14,261.60","13,838.50",11.38M,-1.42%
4/2/2018,"14,422.70","13,979.60","14,483.10","13,979.60",11.77M,3.17%
4/3/2018,"14,785.30","14,583.90","14,785.30","14,422.70",23.71M,2.51%
4/4/2018,"14,704.70","14,906.20","15,087.40","14,704.70",17.26M,-0.55%
4/5/2018,"14,785.30","14,865.90","14,865.90","14,684.60",9.97M,0.55%
4/6/2018,"14,745.00","14,865.90","14,926.30","14,724.90",10.83M,-0.27%
4/9/2018,"14,825.60","14,765.10","14,906.20","14,503.30",19.13M,0.55%
4/10/2018,"14,724.90","14,865.90","15,067.30","14,463.00",20.70M,-0.68%
4/11/2018,"14,181.00","14,765.10","14,765.10","14,181.00",23.98M,-3.69%
4/12/2018,"14,019.80","14,060.10","14,221.30","13,899.00",19.12M,-1.14%
4/13/2018,"13,335.00","14,140.70","14,221.30","13,335.00",17.20M,-4.88%
4/16/2018,"13,536.40","13,415.50","13,717.70","13,335.00",16.82M,1.51%
4/17/2018,"13,899.00","13,657.30","13,899.00","13,516.30",10.55M,2.68%
4/18/2018,"13,556.50","13,959.40","13,979.60","13,556.50",7.40M,-2.46%
4/19/2018,"12,851.50","13,536.40","13,556.50","12,770.90",21.30M,-5.20%
4/20/2018,"13,234.20","13,093.20","13,294.70","12,770.90",13.49M,2.98%
4/23/2018,"12,327.80","13,274.50","13,294.70","12,327.80",20.01M,-6.85%
4/24/2018,"12,307.60","12,227.10","12,529.20","11,924.90",15.13M,-0.16%
4/26/2018,"11,481.80","12,388.20","12,408.40","11,481.80",17.70M,-6.71%
4/27/2018,"12,045.80","11,481.80","12,086.10","11,481.80",12.12M,4.91%
5/2/2018,"11,804.10","12,086.10","12,186.80","11,280.30",11.87M,-2.01%
5/3/2018,"12,186.80","11,602.60","12,186.80","11,320.60",15.95M,3.24%
5/4/2018,"12,368.10","12,287.50","12,448.70","12,126.40",10.12M,1.49%
5/7/2018,"12,972.40","12,488.90","13,032.80","12,368.10",12.48M,4.89%
5/8/2018,"12,690.40","12,891.80","13,012.70","12,650.10",12.71M,-2.17%
5/9/2018,"12,569.50","12,650.10","12,851.50","12,468.80",8.93M,-0.95%
5/10/2018,"11,904.80","12,488.90","12,589.70","11,864.50",13.46M,-5.29%
5/11/2018,"12,307.60","11,804.10","12,307.60","11,663.10",8.13M,3.38%
5/14/2018,"12,488.90","12,448.70","12,488.90","12,146.50",6.95M,1.47%
5/15/2018,"12,488.90","12,428.50","12,710.50","12,368.10",10.57M,0.00%
5/16/2018,"12,206.90","12,388.20","12,488.90","12,146.50",5.97M,-2.26%
5/17/2018,"12,045.80","12,206.90","12,287.50","12,005.50",8.69M,-1.32%
5/18/2018,"12,206.90","12,086.10","12,206.90","11,562.30",9.29M,1.34%
5/21/2018,"11,924.90","12,327.80","12,327.80","11,924.90",6.55M,-2.31%
5/22/2018,"11,602.60","11,763.80","11,904.80","11,280.30",13.24M,-2.70%
5/23/2018,"11,804.10","11,481.80","11,884.60","11,421.30",8.15M,1.74%
5/24/2018,"11,783.90","11,804.10","11,965.20","11,602.60",8.40M,-0.17%
5/25/2018,"11,360.90","11,783.90","11,904.80","11,360.90",8.85M,-3.59%
5/28/2018,"10,595.50","11,119.20","11,360.90","10,575.30",21.25M,-6.74%
5/29/2018,"11,320.60","10,796.90","11,320.60","10,595.50",15.28M,6.84%
5/30/2018,"11,099.00","11,280.30","11,421.30","11,038.60",9.39M,-1.96%
5/31/2018,"11,723.50","11,038.60","11,743.60","11,038.60",11.68M,5.63%
6/1/2018,"11,783.90","11,642.90","11,965.20","11,562.30",15.87M,0.52%
6/4/2018,"12,267.40","11,723.50","12,267.40","11,683.20",16.32M,4.10%
6/5/2018,"12,267.40","12,247.20","12,408.40","12,005.50",13.13M,0.00%
6/6/2018,"12,307.60","12,126.40","12,388.20","12,045.80",17.76M,0.33%
6/7/2018,"12,448.70","12,408.40","12,650.10","12,327.80",22.65M,1.15%
6/8/2018,"12,388.20","12,247.20","12,488.90","12,086.10",11.69M,-0.49%
6/11/2018,"12,206.90","12,247.20","12,549.40","12,186.80",13.75M,-1.46%
6/12/2018,"11,864.50","12,086.10","12,126.40","11,542.20",26.64M,-2.80%
6/13/2018,"11,884.60","11,844.30","11,965.20","11,602.60",9.94M,0.17%
6/14/2018,"11,522.10","11,884.60","11,924.90","11,522.10",7.43M,-3.05%
6/15/2018,"11,844.30","11,401.20","11,884.60","11,401.20",9.14M,2.80%
6/18/2018,"11,280.30","11,864.50","11,945.10","11,240.00",13.80M,-4.76%
6/19/2018,"11,078.90","11,078.90","11,139.30","10,514.90",19.82M,-1.79%
6/20/2018,"11,240.00","11,199.80","11,381.00","11,018.50",11.65M,1.45%
6/21/2018,"10,917.70","11,240.00","11,240.00","10,877.50",6.12M,-2.87%
6/22/2018,"11,240.00","10,837.20","11,240.00","10,716.30",7.88M,2.95%
6/25/2018,"11,360.90","11,360.90","11,522.10","11,300.50",9.47M,1.08%
6/26/2018,"11,240.00","11,179.60","11,320.60","11,078.90",6.09M,-1.06%
6/27/2018,"10,998.30","11,280.30","11,320.60","10,998.30",5.48M,-2.15%
6/28/2018,"10,676.00","10,837.20","10,998.30","10,595.50",13.31M,-2.93%
6/29/2018,"10,555.20","10,676.00","10,837.20","10,514.90",8.55M,-1.13%
7/2/2018,"10,011.30","10,313.40","10,535.00","9,950.90",14.45M,-5.15%
7/3/2018,"9,447.30","10,031.40","10,132.20","9,427.10",15.92M,-5.63%
7/4/2018,"9,628.60","9,668.90","9,689.00","9,407.00",7.97M,1.92%
7/5/2018,"9,084.70","9,628.60","9,709.10","9,084.70",11.00M,-5.65%
7/6/2018,"9,708.10","9,204.70","9,708.10","9,084.90",10.96M,6.86%
7/9/2018,"9,780.00","9,971.80","10,139.60","9,660.20",8.55M,0.74%
7/10/2018,"9,875.90","9,947.80","10,043.70","9,780.00",6.56M,0.98%
7/11/2018,"9,300.60","9,492.40","9,636.20","9,228.70",10.95M,-5.83%
7/12/2018,"9,684.20","9,348.60","9,875.90","9,276.70",7.13M,4.12%
7/13/2018,"9,971.80","9,923.90","10,115.60","9,828.00",11.94M,2.97%
7/16/2018,"10,259.50","10,235.50","10,379.30","10,091.70",13.63M,2.89%
7/17/2018,"10,714.90","10,091.70","10,786.80","10,067.70",12.29M,4.44%
7/18/2018,"11,074.50","10,762.80","11,122.40","10,738.90",12.26M,3.36%
7/19/2018,"10,834.80","11,026.50","11,074.50","10,786.80",14.44M,-2.16%
7/20/2018,"11,170.30","10,738.90","11,266.20","10,547.10",17.91M,3.10%
7/23/2018,"10,954.60","11,146.40","11,386.10","10,954.60",12.09M,-1.93%
7/24/2018,"10,834.80","10,906.70","11,050.50","10,643.00",9.58M,-1.09%
7/25/2018,"10,547.10","10,930.60","11,002.60","10,547.10",11.18M,-2.66%
7/26/2018,"10,786.80","10,547.10","10,786.80","10,379.30",8.88M,2.27%
7/27/2018,"11,026.50","10,858.70","11,146.40","10,762.80",14.66M,2.22%
7/30/2018,"11,266.20","11,170.30","11,266.20","11,098.40",8.36M,2.17%
7/31/2018,"11,242.30","11,122.40","11,458.00","11,026.50",12.64M,-0.21%
8/1/2018,"11,074.50","11,170.30","11,314.20","10,978.60",9.78M,-1.49%
8/2/2018,"11,002.60","11,050.50","11,050.50","10,738.90",10.37M,-0.65%
8/3/2018,"11,074.50","11,122.40","11,242.30","11,002.60",9.06M,0.65%
8/6/2018,"10,954.60","10,978.60","11,170.30","10,906.70",7.02M,-1.08%
8/7/2018,"10,930.60","10,930.60","11,146.40","10,834.80",8.31M,-0.22%
8/8/2018,"11,170.30","11,026.50","11,266.20","10,954.60",10.74M,2.19%
8/9/2018,"11,098.40","11,338.10","11,410.10","11,098.40",13.55M,-0.64%
8/10/2018,"11,146.40","11,074.50","11,146.40","10,978.60",9.14M,0.43%
8/13/2018,"11,673.70","11,098.40","11,673.70","11,050.50",26.32M,4.73%
8/14/2018,"11,434.00","11,673.70","11,745.60","11,434.00",12.84M,-2.05%
8/15/2018,"11,170.30","11,458.00","11,601.80","11,170.30",22.01M,-2.31%
8/16/2018,"11,362.10","11,026.50","11,362.10","10,930.60",15.34M,1.72%
8/17/2018,"11,218.30","11,458.00","11,482.00","11,218.30",9.95M,-1.27%
8/20/2018,"10,978.60","11,218.30","11,290.20","10,978.60",10.51M,-2.14%
8/21/2018,"11,242.30","10,954.60","11,242.30","10,954.60",10.41M,2.40%
8/22/2018,"11,218.30","11,362.10","11,362.10","11,170.30",11.01M,-0.21%
8/23/2018,"11,242.30","11,218.30","11,290.20","11,170.30",7.55M,0.21%
8/24/2018,"11,266.20","11,266.20","11,386.10","11,026.50",13.34M,0.21%
8/27/2018,"11,458.00","11,362.10","11,577.80","11,290.20",23.00M,1.70%
8/28/2018,"11,458.00","11,529.90","11,625.80","11,410.10",12.51M,0.00%
8/29/2018,"11,386.10","11,458.00","11,482.00","11,338.10",8.29M,-0.63%
8/30/2018,"11,553.90","11,362.10","11,577.80","11,338.10",13.24M,1.47%
8/31/2018,"11,362.10","11,601.80","11,697.70","11,362.10",13.26M,-1.66%
9/4/2018,"11,074.50","11,314.20","11,386.10","11,074.50",13.94M,-2.53%
9/5/2018,"10,906.70","11,026.50","11,122.40","10,834.80",14.41M,-1.52%
9/6/2018,"10,762.80","10,906.70","11,002.60","10,714.90",8.76M,-1.32%
9/7/2018,"10,954.60","10,762.80","10,954.60","10,738.90",7.52M,1.78%
9/10/2018,"10,858.70","10,954.60","10,978.60","10,810.80",5.56M,-0.88%
9/11/2018,"11,026.50","10,858.70","11,026.50","10,834.80",7.58M,1.55%
9/12/2018,"10,906.70","11,074.50","11,122.40","10,906.70",6.74M,-1.09%
9/13/2018,"10,930.60","10,978.60","11,074.50","10,906.70",7.01M,0.22%
9/14/2018,"10,834.80","10,930.60","10,978.60","10,738.90",21.47M,-0.88%
9/17/2018,"10,595.10","10,786.80","10,834.80","10,547.10",17.18M,-2.21%
9/18/2018,"10,595.10","10,451.20","10,619.00","10,403.30",11.52M,0.00%
9/19/2018,"10,738.90","10,595.10","10,810.80","10,595.10",11.49M,1.36%
9/20/2018,"10,834.80","10,738.90","10,882.70","10,714.90",8.20M,0.89%
9/21/2018,"11,002.60","10,882.70","11,050.50","10,810.80",18.18M,1.55%
9/24/2018,"11,122.40","11,074.50","11,218.30","11,074.50",13.86M,1.09%
9/25/2018,"10,978.60","11,122.40","11,170.30","10,978.60",12.13M,-1.29%
9/26/2018,"11,026.50","10,954.60","11,146.40","10,930.60",11.30M,0.44%
9/27/2018,"11,026.50","11,074.50","11,074.50","10,978.60",8.86M,0.00%
9/28/2018,"11,074.50","11,026.50","11,218.30","11,002.60",15.02M,0.44%
10/1/2018,"11,074.50","11,074.50","11,218.30","11,002.60",10.60M,0.00%
10/2/2018,"10,978.60","11,074.50","11,098.40","10,954.60",9.93M,-0.87%
10/3/2018,"11,074.50","11,002.60","11,074.50","10,978.60",6.94M,0.87%
10/4/2018,"11,505.90","11,146.40","11,649.80","11,122.40",43.57M,3.90%
10/5/2018,"11,362.10","11,505.90","11,625.80","11,362.10",15.07M,-1.25%
10/8/2018,"11,386.10","11,314.20","11,434.00","11,266.20",10.40M,0.21%
10/9/2018,"11,050.50","11,386.10","11,410.10","11,050.50",26.10M,-2.95%
10/10/2018,"10,906.70","10,978.60","11,002.60","10,762.80",22.75M,-1.30%
10/11/2018,"10,187.50","10,547.10","10,643.00","10,187.50",21.90M,-6.59%
10/12/2018,"10,451.20","10,067.70","10,523.10","10,067.70",17.22M,2.59%
10/15/2018,"10,211.50","10,499.20","10,499.20","10,211.50",8.63M,-2.29%
10/16/2018,"10,427.30","10,211.50","10,499.20","10,211.50",7.16M,2.11%
10/17/2018,"10,379.30","10,547.10","10,595.10","10,331.40",14.32M,-0.46%
10/18/2018,"10,139.60","10,379.30","10,379.30","10,139.60",8.49M,-2.31%
10/19/2018,"10,067.70","9,971.80","10,235.50","9,923.90",8.50M,-0.71%
10/22/2018,"10,115.60","10,331.40","10,403.30","10,115.60",7.97M,0.48%
10/23/2018,"10,259.50","10,115.60","10,355.30","9,995.80",15.36M,1.42%
10/24/2018,"10,091.70","10,259.50","10,355.30","10,091.70",6.52M,-1.64%
10/25/2018,"10,067.70","9,780.00","10,091.70","9,756.10",10.94M,-0.24%
10/26/2018,"10,091.70","10,163.60","10,283.40","10,019.80",10.62M,0.24%
10/29/2018,"10,187.50","10,067.70","10,211.50","10,043.70",7.84M,0.95%
10/30/2018,"10,235.50","10,187.50","10,403.30","10,139.60",11.08M,0.47%
10/31/2018,"10,499.20","10,403.30","10,499.20","10,307.40",10.23M,2.58%
11/1/2018,"10,307.40","10,451.20","10,499.20","10,307.40",5.66M,-1.83%
11/2/2018,"10,451.20","10,403.30","10,619.00","10,331.40",8.71M,1.40%
11/5/2018,"10,475.20","10,403.30","10,523.10","10,331.40",6.25M,0.23%
11/6/2018,"10,307.40","10,547.10","10,547.10","10,307.40",7.27M,-1.60%
11/7/2018,"10,307.40","10,379.30","10,379.30","10,235.50",5.65M,0.00%
11/8/2018,"10,259.50","10,451.20","10,451.20","10,259.50",4.36M,-0.46%
11/9/2018,"10,019.80","10,283.40","10,283.40","9,995.80",9.08M,-2.34%
11/12/2018,"9,971.80","9,828.00","10,043.70","9,828.00",3.34M,-0.48%
11/13/2018,"9,852.00","9,828.00","9,923.90","9,780.00",5.74M,-1.20%
11/14/2018,"9,708.10","9,852.00","9,923.90","9,636.20",7.96M,-1.46%
11/15/2018,"9,804.00","9,708.10","10,019.80","9,708.10",6.70M,0.99%
11/16/2018,"10,187.50","9,923.90","10,235.50","9,923.90",10.51M,3.91%
11/19/2018,"10,211.50","10,187.50","10,235.50","10,067.70",6.55M,0.24%
11/20/2018,"10,115.60","10,091.70","10,163.60","10,019.80",7.77M,-0.94%
11/21/2018,"10,235.50","10,019.80","10,235.50","10,019.80",10.34M,1.19%
11/22/2018,"10,163.60","10,211.50","10,259.50","10,139.60",8.49M,-0.70%
11/23/2018,"10,043.70","10,163.60","10,163.60","10,043.70",8.34M,-1.18%
11/26/2018,"9,971.80","10,043.70","10,043.70","9,971.80",5.34M,-0.72%
11/27/2018,"9,899.90","10,043.70","10,067.70","9,852.00",8.21M,-0.72%
11/28/2018,"9,995.80","9,923.90","9,995.80","9,875.90",4.51M,0.97%
11/29/2018,"10,019.80","9,995.80","10,115.60","9,971.80",8.70M,0.24%
11/30/2018,"10,331.40","9,971.80","10,523.10","9,971.80",39.75M,3.11%
12/3/2018,"10,619.00","10,379.30","10,643.00","10,379.30",20.89M,2.78%
12/4/2018,"10,547.10","10,595.10","10,643.00","10,499.20",15.65M,-0.68%
12/5/2018,"10,643.00","10,403.30","10,738.90","10,331.40",26.17M,0.91%
12/6/2018,"10,786.80","10,643.00","10,834.80","10,571.10",33.11M,1.35%
12/7/2018,"10,786.80","10,810.80","10,978.60","10,786.80",23.15M,0.00%
12/10/2018,"10,595.10","10,690.90","10,762.80","10,523.10",16.00M,-1.78%
12/11/2018,"10,667.00","10,619.00","10,690.90","10,499.20",17.98M,0.68%
12/12/2018,"10,786.80","10,667.00","10,810.80","10,667.00",12.60M,1.12%
12/13/2018,"10,643.00","10,834.80","10,858.70","10,643.00",13.72M,-1.33%
12/14/2018,"10,451.20","10,595.10","10,619.00","10,403.30",17.22M,-1.80%
12/17/2018,"10,187.50","10,355.30","10,403.30","10,187.50",19.08M,-2.52%
12/18/2018,"10,211.50","10,019.80","10,211.50","9,995.80",17.97M,0.24%
12/19/2018,"10,139.60","10,211.50","10,211.50","10,019.80",12.38M,-0.70%
12/20/2018,"10,043.70","10,091.70","10,187.50","10,019.80",7.69M,-0.95%
12/21/2018,"10,043.70","9,995.80","10,043.70","9,899.90",9.71M,0.00%
12/24/2018,"9,804.00","10,019.80","10,091.70","9,804.00",8.64M,-2.39%
12/25/2018,"9,444.50","9,516.40","9,636.20","9,276.70",20.83M,-3.67%
12/26/2018,"9,396.50","9,468.40","9,540.30","9,396.50",5.48M,-0.51%
12/27/2018,"9,444.50","9,588.30","9,636.20","9,372.50",10.75M,0.51%
12/28/2018,"9,324.60","9,540.30","9,540.30","9,324.60",10.96M,-1.27%
1/2/2019,"9,276.70","9,348.60","9,444.50","9,276.70",7.40M,-0.51%
1/3/2019,"8,869.20","9,300.60","9,300.60","8,869.20",17.38M,-4.39%
1/4/2019,"8,917.10","8,821.20","9,060.90","8,653.40",12.30M,0.54%
1/7/2019,"9,084.90","9,108.90","9,228.70","9,060.90",8.41M,1.88%
1/8/2019,"9,037.00","9,108.90","9,156.80","8,989.00",6.44M,-0.53%
1/9/2019,"9,276.70","9,108.90","9,324.60","9,084.90",12.01M,2.65%
1/10/2019,"9,276.70","9,276.70","9,348.60","9,228.70",5.86M,0.00%
1/11/2019,"9,228.70","9,276.70","9,324.60","9,180.80",6.76M,-0.52%
1/14/2019,"9,108.90","9,180.80","9,252.70","9,060.90",9.65M,-1.30%
1/15/2019,"9,348.60","9,108.90","9,420.50","9,108.90",12.00M,2.63%
1/16/2019,"9,324.60","9,396.50","9,468.40","9,276.70",5.09M,-0.26%
1/17/2019,"9,468.40","9,324.60","9,588.30","9,324.60",13.56M,1.54%
1/18/2019,"9,468.40","9,516.40","9,540.30","9,396.50",6.18M,0.00%
1/21/2019,"10,067.70","9,828.00","10,115.60","9,732.10",20.25M,6.33%
1/22/2019,"9,875.90","10,067.70","10,091.70","9,875.90",11.58M,-1.91%
1/23/2019,"9,923.90","9,852.00","9,971.80","9,828.00",4.99M,0.49%
1/24/2019,"10,163.60","9,947.80","10,163.60","9,923.90",9.97M,2.42%
1/25/2019,"10,139.60","10,163.60","10,211.50","10,091.70",6.72M,-0.24%
1/28/2019,"10,091.70","10,115.60","10,163.60","10,043.70",5.84M,-0.47%
1/29/2019,"10,211.50","10,067.70","10,235.50","9,971.80",8.05M,1.19%
1/30/2019,"10,451.20","10,211.50","10,475.20","10,163.60",13.64M,2.35%
1/31/2019,"10,499.20","10,547.10","10,619.00","10,475.20",14.91M,0.46%
2/1/2019,"10,475.20","10,451.20","10,523.10","10,403.30",8.02M,-0.23%
2/11/2019,"10,571.10","10,523.10","10,595.10","10,499.20",8.61M,0.92%
2/12/2019,"10,547.10","10,619.00","10,619.00","10,403.30",16.58M,-0.23%
2/13/2019,"10,547.10","10,547.10","10,595.10","10,523.10",15.83M,0.00%
2/14/2019,"10,595.10","10,547.10","10,595.10","10,523.10",10.26M,0.46%
2/15/2019,"10,571.10","10,595.10","10,619.00","10,547.10",9.74M,-0.23%
2/18/2019,"10,595.10","10,595.10","10,643.00","10,571.10",13.54M,0.23%
2/19/2019,"10,523.10","10,595.10","10,595.10","10,499.20",27.71M,-0.68%
2/20/2019,"10,571.10","10,451.20","10,571.10","10,451.20",19.69M,0.46%
2/21/2019,"10,595.10","10,547.10","10,595.10","10,523.10",16.24M,0.23%
2/22/2019,"10,786.80","10,595.10","10,978.60","10,547.10",15.13M,1.81%
2/25/2019,"10,762.80","10,834.80","10,930.60","10,762.80",10.08M,-0.22%
2/26/2019,"10,571.10","10,762.80","10,762.80","10,571.10",13.79M,-1.78%
2/27/2019,"10,571.10","10,571.10","10,643.00","10,547.10",23.90M,0.00%
2/28/2019,"10,307.40","10,547.10","10,571.10","10,307.40",11.85M,-2.49%
3/1/2019,"10,451.20","10,379.30","10,475.20","10,331.40",5.30M,1.40%
3/4/2019,"10,619.00","10,451.20","10,619.00","10,427.30",7.45M,1.61%
3/5/2019,"10,619.00","10,571.10","10,738.90","10,571.10",9.72M,0.00%
3/6/2019,"10,619.00","10,619.00","10,690.90","10,547.10",4.65M,0.00%
3/7/2019,"10,643.00","10,619.00","10,690.90","10,595.10",6.43M,0.23%
3/8/2019,"10,475.20","10,547.10","10,595.10","10,451.20",6.66M,-1.58%
3/11/2019,"10,451.20","10,523.10","10,523.10","10,427.30",3.11M,-0.23%
3/12/2019,"10,810.80","10,523.10","10,834.80","10,403.30",13.80M,3.44%
3/13/2019,"10,834.80","10,834.80","10,930.60","10,786.80",12.23M,0.22%
3/14/2019,"10,786.80","10,882.70","10,930.60","10,786.80",7.00M,-0.44%
3/15/2019,"10,786.80","10,786.80","10,882.70","10,714.90",6.55M,0.00%
3/18/2019,"10,906.70","10,834.80","10,930.60","10,786.80",9.64M,1.11%
3/19/2019,"10,858.70","10,954.60","11,050.50","10,834.80",13.08M,-0.44%
3/20/2019,"11,002.60","10,906.70","11,002.60","10,786.80",16.20M,1.33%
3/21/2019,"10,930.60","11,074.50","11,170.30","10,930.60",15.85M,-0.65%
3/22/2019,"10,978.60","11,002.60","11,074.50","10,906.70",8.33M,0.44%
3/25/2019,"10,619.00","10,738.90","10,810.80","10,571.10",13.43M,-3.28%
3/26/2019,"10,619.00","10,690.90","10,786.80","10,619.00",8.72M,0.00%
3/27/2019,"10,738.90","10,643.00","10,834.80","10,643.00",5.01M,1.13%
3/28/2019,"10,738.90","10,690.90","10,786.80","10,690.90",3.55M,0.00%
3/29/2019,"10,738.90","10,762.80","10,810.80","10,714.90",5.06M,0.00%
4/1/2019,"10,738.90","10,762.80","10,810.80","10,690.90",3.61M,0.00%
4/2/2019,"10,762.80","10,810.80","10,834.80","10,714.90",6.36M,0.22%
4/3/2019,"10,786.80","10,714.90","10,810.80","10,714.90",6.72M,0.22%
4/4/2019,"10,858.70","10,834.80","10,906.70","10,810.80",6.51M,0.67%
4/5/2019,"10,908.00","11,006.50","11,031.10","10,908.00",5.85M,0.45%
4/8/2019,"11,006.50","10,908.00","11,006.50","10,858.70",6.79M,0.90%
4/9/2019,"10,957.20","11,031.10","11,055.70","10,883.40",6.05M,-0.45%
4/10/2019,"10,809.50","10,858.70","10,932.60","10,784.90",4.81M,-1.35%
4/11/2019,"10,834.10","10,809.50","10,858.70","10,760.20",2.85M,0.23%
4/12/2019,"10,784.90","10,883.40","10,883.40","10,760.20",2.16M,-0.45%
4/16/2019,"10,587.90","10,514.00","10,686.40","10,514.00",5.75M,-1.83%
4/17/2019,"10,587.90","10,661.70","10,711.00","10,587.90",5.56M,0.00%
4/18/2019,"10,612.50","10,587.90","10,760.20","10,538.60",7.95M,0.23%
4/19/2019,"10,637.10","10,637.10","10,686.40","10,563.30",3.65M,0.23%
4/22/2019,"10,538.60","10,661.70","10,661.70","10,415.50",6.06M,-0.93%
4/23/2019,"10,489.40","10,489.40","10,563.30","10,440.10",4.08M,-0.47%
4/24/2019,"10,587.90","10,514.00","10,587.90","10,489.40",3.19M,0.94%
4/25/2019,"10,587.90","10,587.90","10,637.10","10,538.60",2.27M,0.00%
4/26/2019,"10,735.60","10,587.90","10,735.60","10,538.60",4.41M,1.39%
5/2/2019,"10,784.90","10,760.20","10,883.40","10,735.60",5.94M,0.46%
5/3/2019,"10,883.40","10,784.90","10,908.00","10,686.40",7.35M,0.91%
5/6/2019,"10,587.90","10,711.00","10,735.60","10,514.00",7.06M,-2.72%
